Date,MKT,SMB,HML,RMW,CMA,RF
2013-03-01,0.0022,0.0011,-0.0033,-0.0012,0.0,0.0
2013-03-04,0.004699999999999999,-0.0040999999999999995,0.001,-0.004,0.0044,0.0
2013-03-05,0.01,0.002,-0.0017000000000000001,0.0006,0.0,0.0
2013-03-06,0.0018,0.0014000000000000002,0.0048,-0.0027,0.0013,0.0
2013-03-07,0.0027,0.0026,0.0042,-0.0008,-0.0006,0.0
2013-03-08,0.0052,0.0040999999999999995,-0.0015,0.0004,0.0001,0.0
2013-03-11,0.003,-0.0029,0.0023,0.0002,0.0002,0.0
2013-03-12,-0.0022,0.0004,-0.0013,0.0027,0.0008,0.0
2013-03-13,0.002,0.0023,0.0006,0.001,0.0026,0.0
2013-03-14,0.0058,0.004,0.004,-0.0003,-0.0001,0.0
